#,dates,pressure_differential_V,temperature_stream_C
582,16/08/2021 14:45:00,1.37362,18.014
583,16/08/2021 15:00:00,1.36927,18.053
584,16/08/2021 15:15:00,1.374,18.087
585,16/08/2021 15:30:00,1.36988,18.117
586,16/08/2021 15:45:00,1.37446,18.182
587,16/08/2021 16:00:00,1.37285,18.268
588,16/08/2021 16:15:00,1.37213,18.299
589,16/08/2021 16:30:00,1.3735,18.34
590,16/08/2021 16:45:00,1.37343,18.338
591,16/08/2021 17:00:00,1.37457,18.335
592,16/08/2021 17:15:00,1.37591,18.31
593,16/08/2021 17:30:00,1.3735,18.295
594,16/08/2021 17:45:00,1.37293,18.247
595,16/08/2021 18:00:00,1.3769,18.194
596,16/08/2021 18:15:00,1.3748,18.137
597,16/08/2021 18:30:00,1.37545,18.099
598,16/08/2021 18:45:00,1.3732,18.071
599,16/08/2021 19:00:00,1.37373,18.047
600,16/08/2021 19:15:00,1.37682,18.008
601,16/08/2021 19:30:00,1.37186,17.968
602,16/08/2021 19:45:00,1.37835,17.916
603,16/08/2021 20:00:00,1.37381,17.867
604,16/08/2021 20:15:00,1.37411,17.821
605,16/08/2021 20:30:00,1.3751,17.782
606,16/08/2021 20:45:00,1.3753,17.744
607,16/08/2021 21:00:00,1.37362,17.706
608,16/08/2021 21:15:00,1.37079,17.669
609,16/08/2021 21:30:00,1.37736,17.631
610,16/08/2021 21:45:00,1.37572,17.59
611,16/08/2021 22:00:00,1.37522,17.544
612,16/08/2021 22:15:00,1.37442,17.492
613,16/08/2021 22:30:00,1.37816,17.449
614,16/08/2021 22:45:00,1.37915,17.412
615,16/08/2021 23:00:00,1.37251,17.378
616,16/08/2021 23:15:00,1.37716,17.347
617,16/08/2021 23:30:00,1.37404,17.317
618,16/08/2021 23:45:00,1.37709,17.29
619,17/08/2021 00:00:00,1.37625,17.265
620,17/08/2021 00:15:00,1.37758,17.24
621,17/08/2021 00:30:00,1.37415,17.211
622,17/08/2021 00:45:00,1.37785,17.187
623,17/08/2021 01:00:00,1.37423,17.165
624,17/08/2021 01:15:00,1.37793,17.143
625,17/08/2021 01:30:00,1.37896,17.121
626,17/08/2021 01:45:00,1.37842,17.103
627,17/08/2021 02:00:00,1.37659,17.083
628,17/08/2021 02:15:00,1.37495,17.068
629,17/08/2021 02:30:00,1.37453,17.054
630,17/08/2021 02:45:00,1.38052,17.04
631,17/08/2021 03:00:00,1.37686,17.024
632,17/08/2021 03:15:00,1.37118,17.006
633,17/08/2021 03:30:00,1.37839,16.988
634,17/08/2021 03:45:00,1.37854,16.966
635,17/08/2021 04:00:00,1.37499,16.944
636,17/08/2021 04:15:00,1.37686,16.921
637,17/08/2021 04:30:00,1.378,16.897
638,17/08/2021 04:45:00,1.37549,16.877
639,17/08/2021 05:00:00,1.37701,16.854
640,17/08/2021 05:15:00,1.37201,16.83
641,17/08/2021 05:30:00,1.37827,16.81
642,17/08/2021 05:45:00,1.37598,16.789
643,17/08/2021 06:00:00,1.37758,16.766
644,17/08/2021 06:15:00,1.37751,16.746
645,17/08/2021 06:30:00,1.37865,16.725
646,17/08/2021 06:45:00,1.37316,16.704
647,17/08/2021 07:00:00,1.37705,16.68
648,17/08/2021 07:15:00,1.37728,16.656
649,17/08/2021 07:30:00,1.37995,16.628
650,17/08/2021 07:45:00,1.37938,16.604
651,17/08/2021 08:00:00,1.37407,16.583
652,17/08/2021 08:15:00,1.37556,16.564
653,17/08/2021 08:30:00,1.37682,16.545
654,17/08/2021 08:45:00,1.37594,16.527
655,17/08/2021 09:00:00,1.37392,16.516
656,17/08/2021 09:15:00,1.37594,16.506
657,17/08/2021 09:30:00,1.37625,16.505
658,17/08/2021 09:45:00,1.37411,16.503
659,17/08/2021 10:00:00,1.37331,16.494
660,17/08/2021 10:15:00,1.37655,16.49
661,17/08/2021 10:30:00,1.37644,16.49
662,17/08/2021 10:45:00,1.37839,16.496
663,17/08/2021 11:00:00,1.37728,16.512
664,17/08/2021 11:15:00,1.37354,16.533
665,17/08/2021 11:30:00,1.3769,16.552
666,17/08/2021 11:45:00,1.37743,16.595
667,17/08/2021 12:00:00,1.37442,16.638
668,17/08/2021 12:15:00,1.37419,16.68
669,17/08/2021 12:30:00,1.3756,16.702
670,17/08/2021 12:45:00,1.37976,16.722
671,17/08/2021 13:00:00,1.37663,16.741
672,17/08/2021 13:15:00,1.37652,16.759
673,17/08/2021 13:30:00,1.37507,16.769
674,17/08/2021 13:45:00,1.37785,16.802
675,17/08/2021 14:00:00,1.3801,16.814
676,17/08/2021 14:15:00,1.38087,16.822
677,17/08/2021 14:30:00,1.37671,16.817
678,17/08/2021 14:45:00,1.37659,16.823
679,17/08/2021 15:00:00,1.37839,16.844
680,17/08/2021 15:15:00,1.3753,16.874
681,17/08/2021 15:30:00,1.37564,16.872
682,17/08/2021 15:45:00,1.37617,16.908
683,17/08/2021 16:00:00,1.37697,16.936
684,17/08/2021 16:15:00,1.37495,16.97
685,17/08/2021 16:30:00,1.37419,16.96
686,17/08/2021 16:45:00,1.37629,16.955
687,17/08/2021 17:00:00,1.37762,16.955
688,17/08/2021 17:15:00,1.37842,16.975
689,17/08/2021 17:30:00,1.3756,16.993
690,17/08/2021 17:45:00,1.37728,16.996
691,17/08/2021 18:00:00,1.37694,16.981
692,17/08/2021 18:15:00,1.37751,16.973
693,17/08/2021 18:30:00,1.3751,16.957
694,17/08/2021 18:45:00,1.37594,16.951
695,17/08/2021 19:00:00,1.37701,16.945
696,17/08/2021 19:15:00,1.37407,16.936
697,17/08/2021 19:30:00,1.3743,16.921
698,17/08/2021 19:45:00,1.37568,16.902
699,17/08/2021 20:00:00,1.37263,16.877
700,17/08/2021 20:15:00,1.38045,16.842
701,17/08/2021 20:30:00,1.37755,16.807
702,17/08/2021 20:45:00,1.37613,16.769
703,17/08/2021 21:00:00,1.37675,16.737
704,17/08/2021 21:15:00,1.37835,16.704
705,17/08/2021 21:30:00,1.37453,16.676
706,17/08/2021 21:45:00,1.37301,16.652
707,17/08/2021 22:00:00,1.37613,16.624
708,17/08/2021 22:15:00,1.37564,16.595
709,17/08/2021 22:30:00,1.37636,16.566
710,17/08/2021 22:45:00,1.37747,16.537
711,17/08/2021 23:00:00,1.37484,16.513
712,17/08/2021 23:15:00,1.37556,16.493
713,17/08/2021 23:30:00,1.37533,16.47
714,17/08/2021 23:45:00,1.37457,16.452
715,18/08/2021 00:00:00,1.37163,16.433
716,18/08/2021 00:15:00,1.37911,16.417
717,18/08/2021 00:30:00,1.37469,16.4
718,18/08/2021 00:45:00,1.37823,16.384
719,18/08/2021 01:00:00,1.37427,16.366
720,18/08/2021 01:15:00,1.37297,16.35
721,18/08/2021 01:30:00,1.37274,16.336
722,18/08/2021 01:45:00,1.37816,16.321
723,18/08/2021 02:00:00,1.38151,16.308
724,18/08/2021 02:15:00,1.3793,16.295
725,18/08/2021 02:30:00,1.37442,16.281
726,18/08/2021 02:45:00,1.37602,16.268
727,18/08/2021 03:00:00,1.37896,16.254
728,18/08/2021 03:15:00,1.37564,16.241
729,18/08/2021 03:30:00,1.37354,16.229
730,18/08/2021 03:45:00,1.37648,16.216
731,18/08/2021 04:00:00,1.3727,16.202
732,18/08/2021 04:15:00,1.37854,16.186
733,18/08/2021 04:30:00,1.37701,16.171
734,18/08/2021 04:45:00,1.378,16.156
735,18/08/2021 05:00:00,1.37877,16.14
736,18/08/2021 05:15:00,1.37495,16.125
737,18/08/2021 05:30:00,1.374,16.107
738,18/08/2021 05:45:00,1.37816,16.093
739,18/08/2021 06:00:00,1.37739,16.076
740,18/08/2021 06:15:00,1.37865,16.059
741,18/08/2021 06:30:00,1.38125,16.041
742,18/08/2021 06:45:00,1.37331,16.023
743,18/08/2021 07:00:00,1.37774,16.004
744,18/08/2021 07:15:00,1.37568,15.986
745,18/08/2021 07:30:00,1.37865,15.967
746,18/08/2021 07:45:00,1.37442,15.949
747,18/08/2021 08:00:00,1.37602,15.931
748,18/08/2021 08:15:00,1.3798,15.916
749,18/08/2021 08:30:00,1.3751,15.904
750,18/08/2021 08:45:00,1.37831,15.895
751,18/08/2021 09:00:00,1.37617,15.888
752,18/08/2021 09:15:00,1.37846,15.877
753,18/08/2021 09:30:00,1.37629,15.873
754,18/08/2021 09:45:00,1.37354,15.868
755,18/08/2021 10:00:00,1.38041,15.871
756,18/08/2021 10:15:00,1.37846,15.882
757,18/08/2021 10:30:00,1.37835,15.892
758,18/08/2021 10:45:00,1.37728,15.91
759,18/08/2021 11:00:00,1.38003,15.93
760,18/08/2021 11:15:00,1.37701,15.946
761,18/08/2021 11:30:00,1.37366,15.965
762,18/08/2021 11:45:00,1.3806,15.995
763,18/08/2021 12:00:00,1.37804,16.037
764,18/08/2021 12:15:00,1.37755,16.059
765,18/08/2021 12:30:00,1.37591,16.085
766,18/08/2021 12:45:00,1.37781,16.107
767,18/08/2021 13:00:00,1.37655,16.125
768,18/08/2021 13:15:00,1.38102,16.143
769,18/08/2021 13:30:00,1.38132,16.165
770,18/08/2021 13:45:00,1.37987,16.193
771,18/08/2021 14:00:00,1.38075,16.254
772,18/08/2021 14:15:00,1.37732,16.277
773,18/08/2021 14:30:00,1.3777,16.327
774,18/08/2021 14:45:00,1.37778,16.374
775,18/08/2021 15:00:00,1.37758,16.435
776,18/08/2021 15:15:00,1.38083,16.479
777,18/08/2021 15:30:00,1.37778,16.512
778,18/08/2021 15:45:00,1.3785,16.524
779,18/08/2021 16:00:00,1.38022,16.536
780,18/08/2021 16:15:00,1.37598,16.534
781,18/08/2021 16:30:00,1.38052,16.534
782,18/08/2021 16:45:00,1.38167,16.537
783,18/08/2021 17:00:00,1.38025,16.534
784,18/08/2021 17:15:00,1.3769,16.536
785,18/08/2021 17:30:00,1.38064,16.537
786,18/08/2021 17:45:00,1.379,16.537
787,18/08/2021 18:00:00,1.38163,16.533
788,18/08/2021 18:15:00,1.3777,16.53
789,18/08/2021 18:30:00,1.3793,16.522
790,18/08/2021 18:45:00,1.37694,16.513
791,18/08/2021 19:00:00,1.38193,16.499
792,18/08/2021 19:15:00,1.37793,16.485
793,18/08/2021 19:30:00,1.3814,16.469
794,18/08/2021 19:45:00,1.37758,16.452
795,18/08/2021 20:00:00,1.38067,16.436
796,18/08/2021 20:15:00,1.37709,16.421
797,18/08/2021 20:30:00,1.3814,16.403
798,18/08/2021 20:45:00,1.3798,16.388
799,18/08/2021 21:00:00,1.37808,16.371
800,18/08/2021 21:15:00,1.37789,16.356
801,18/08/2021 21:30:00,1.3777,16.339
802,18/08/2021 21:45:00,1.37808,16.32
803,18/08/2021 22:00:00,1.37816,16.304
804,18/08/2021 22:15:00,1.37797,16.286
805,18/08/2021 22:30:00,1.37644,16.269
806,18/08/2021 22:45:00,1.38067,16.251
807,18/08/2021 23:00:00,1.37789,16.237
808,18/08/2021 23:15:00,1.37568,16.223
809,18/08/2021 23:30:00,1.38067,16.21
810,18/08/2021 23:45:00,1.3798,16.195
811,19/08/2021 00:00:00,1.37964,16.18
812,19/08/2021 00:15:00,1.38117,16.165
813,19/08/2021 00:30:00,1.37976,16.15
814,19/08/2021 00:45:00,1.37816,16.137
815,19/08/2021 01:00:00,1.37522,16.125
816,19/08/2021 01:15:00,1.38117,16.114
817,19/08/2021 01:30:00,1.37892,16.104
818,19/08/2021 01:45:00,1.38201,16.091
819,19/08/2021 02:00:00,1.38025,16.08
820,19/08/2021 02:15:00,1.38449,16.067
821,19/08/2021 02:30:00,1.37896,16.056
822,19/08/2021 02:45:00,1.38087,16.044
823,19/08/2021 03:00:00,1.37694,16.031
824,19/08/2021 03:15:00,1.38079,16.02
825,19/08/2021 03:30:00,1.37888,16.006
826,19/08/2021 03:45:00,1.38041,15.994
827,19/08/2021 04:00:00,1.37694,15.979
828,19/08/2021 04:15:00,1.37999,15.968
829,19/08/2021 04:30:00,1.38346,15.956
830,19/08/2021 04:45:00,1.38365,15.944
831,19/08/2021 05:00:00,1.38186,15.933
832,19/08/2021 05:15:00,1.38212,15.921
833,19/08/2021 05:30:00,1.38254,15.907
834,19/08/2021 05:45:00,1.38106,15.895
835,19/08/2021 06:00:00,1.37968,15.885
836,19/08/2021 06:15:00,1.38289,15.873
837,19/08/2021 06:30:00,1.38289,15.861
838,19/08/2021 06:45:00,1.38052,15.849
839,19/08/2021 07:00:00,1.383,15.834
840,19/08/2021 07:15:00,1.38281,15.819
841,19/08/2021 07:30:00,1.38094,15.806
842,19/08/2021 07:45:00,1.37797,15.791
843,19/08/2021 08:00:00,1.38262,15.779
844,19/08/2021 08:15:00,1.38483,15.77
845,19/08/2021 08:30:00,1.38174,15.761
846,19/08/2021 08:45:00,1.38476,15.757
847,19/08/2021 09:00:00,1.38346,15.757
848,19/08/2021 09:15:00,1.38056,15.763
849,19/08/2021 09:30:00,1.38281,15.773
850,19/08/2021 09:45:00,1.3846,15.789
851,19/08/2021 10:00:00,1.38544,15.818
852,19/08/2021 10:15:00,1.38178,15.846
853,19/08/2021 10:30:00,1.38197,15.873
854,19/08/2021 10:45:00,1.38502,15.916
855,19/08/2021 11:00:00,1.383,15.98
856,19/08/2021 11:15:00,1.38499,16.031
857,19/08/2021 11:30:00,1.38048,16.143
858,19/08/2021 11:45:00,1.38289,16.29
859,19/08/2021 12:00:00,1.38022,16.376
860,19/08/2021 12:15:00,1.38174,16.47
861,19/08/2021 12:30:00,1.38167,16.545
862,19/08/2021 12:45:00,1.38457,16.566
863,19/08/2021 13:00:00,1.38327,16.585
864,19/08/2021 13:15:00,1.38296,16.597
865,19/08/2021 13:30:00,1.38071,16.633
866,19/08/2021 13:45:00,1.38277,16.68
867,19/08/2021 14:00:00,1.38327,16.719
868,19/08/2021 14:15:00,1.38201,16.738
869,19/08/2021 14:30:00,1.38449,16.752
870,19/08/2021 14:45:00,1.38254,16.765
871,19/08/2021 15:00:00,1.3806,16.808
872,19/08/2021 15:15:00,1.38407,16.863
873,19/08/2021 15:30:00,1.38396,16.891
874,19/08/2021 15:45:00,1.38365,16.929
875,19/08/2021 16:00:00,1.38079,16.96
876,19/08/2021 16:15:00,1.3838,16.99
877,19/08/2021 16:30:00,1.38476,17.005
878,19/08/2021 16:45:00,1.38582,17.01
879,19/08/2021 17:00:00,1.38659,17.022
880,19/08/2021 17:15:00,1.3838,17.025
881,19/08/2021 17:30:00,1.38521,17.034
882,19/08/2021 17:45:00,1.38376,17.048
883,19/08/2021 18:00:00,1.38067,17.042
884,19/08/2021 18:15:00,1.38167,17.034
885,19/08/2021 18:30:00,1.38609,17.033
886,19/08/2021 18:45:00,1.38327,17.031
887,19/08/2021 19:00:00,1.38811,17.027
888,19/08/2021 19:15:00,1.38361,17.015
889,19/08/2021 19:30:00,1.38533,16.999
890,19/08/2021 19:45:00,1.38594,16.981
891,19/08/2021 20:00:00,1.38834,16.966
892,19/08/2021 20:15:00,1.38422,16.949
893,19/08/2021 20:30:00,1.38296,16.93
894,19/08/2021 20:45:00,1.38384,16.915
895,19/08/2021 21:00:00,1.38384,16.902
896,19/08/2021 21:15:00,1.38636,16.888
897,19/08/2021 21:30:00,1.38479,16.875
898,19/08/2021 21:45:00,1.38659,16.857
899,19/08/2021 22:00:00,1.38708,16.838
900,19/08/2021 22:15:00,1.39269,16.82
901,19/08/2021 22:30:00,1.38872,16.808
902,19/08/2021 22:45:00,1.38121,16.799
903,19/08/2021 23:00:00,1.38781,16.795
904,19/08/2021 23:15:00,1.38167,16.79
905,19/08/2021 23:30:00,1.3856,16.786
906,19/08/2021 23:45:00,1.38716,16.777
907,20/08/2021 00:00:00,1.38838,16.768
908,20/08/2021 00:15:00,1.38792,16.758
909,20/08/2021 00:30:00,1.38624,16.749
910,20/08/2021 00:45:00,1.38842,16.738
911,20/08/2021 01:00:00,1.38384,16.729
912,20/08/2021 01:15:00,1.38895,16.722
913,20/08/2021 01:30:00,1.38979,16.713
914,20/08/2021 01:45:00,1.38808,16.705
915,20/08/2021 02:00:00,1.3912,16.695
916,20/08/2021 02:15:00,1.38502,16.689
917,20/08/2021 02:30:00,1.38727,16.682
918,20/08/2021 02:45:00,1.38777,16.674
919,20/08/2021 03:00:00,1.38922,16.667
920,20/08/2021 03:15:00,1.38903,16.658
921,20/08/2021 03:30:00,1.38884,16.647
922,20/08/2021 03:45:00,1.39029,16.638
923,20/08/2021 04:00:00,1.3901,16.628
924,20/08/2021 04:15:00,1.39143,16.618
925,20/08/2021 04:30:00,1.39097,16.607
926,20/08/2021 04:45:00,1.38979,16.597
927,20/08/2021 05:00:00,1.39212,16.586
928,20/08/2021 05:15:00,1.38697,16.576
929,20/08/2021 05:30:00,1.38933,16.564
930,20/08/2021 05:45:00,1.3909,16.554
931,20/08/2021 06:00:00,1.38941,16.545
932,20/08/2021 06:15:00,1.38617,16.533
933,20/08/2021 06:30:00,1.39166,16.524
934,20/08/2021 06:45:00,1.39162,16.513
935,20/08/2021 07:00:00,1.39063,16.503
936,20/08/2021 07:15:00,1.38735,16.493
937,20/08/2021 07:30:00,1.38911,16.484
938,20/08/2021 07:45:00,1.38666,16.476
939,20/08/2021 08:00:00,1.39334,16.467
940,20/08/2021 08:15:00,1.38426,16.461
941,20/08/2021 08:30:00,1.38758,16.455
942,20/08/2021 08:45:00,1.38937,16.455
943,20/08/2021 09:00:00,1.39082,16.454
944,20/08/2021 09:15:00,1.39044,16.457
945,20/08/2021 09:30:00,1.38945,16.466
946,20/08/2021 09:45:00,1.39025,16.478
947,20/08/2021 10:00:00,1.39174,16.496
948,20/08/2021 10:15:00,1.38998,16.516
949,20/08/2021 10:30:00,1.38624,16.543
950,20/08/2021 10:45:00,1.38991,16.573
951,20/08/2021 11:00:00,1.39204,16.606
952,20/08/2021 11:15:00,1.39254,16.641
953,20/08/2021 11:30:00,1.39117,16.676
954,20/08/2021 11:45:00,1.39334,16.714
955,20/08/2021 12:00:00,1.39139,16.753
956,20/08/2021 12:15:00,1.39425,16.798
957,20/08/2021 12:30:00,1.38682,16.829
958,20/08/2021 12:45:00,1.39193,16.865
959,20/08/2021 13:00:00,1.39101,16.896
960,20/08/2021 13:15:00,1.39029,16.927
961,20/08/2021 13:30:00,1.38945,16.947
962,20/08/2021 13:45:00,1.39364,16.97
963,20/08/2021 14:00:00,1.39452,16.999
964,20/08/2021 14:15:00,1.39631,17.031
965,20/08/2021 14:30:00,1.39303,17.067
966,20/08/2021 14:45:00,1.39281,17.095
967,20/08/2021 15:00:00,1.39158,17.141
968,20/08/2021 15:15:00,1.38994,17.19
969,20/08/2021 15:30:00,1.39452,17.231
970,20/08/2021 15:45:00,1.39433,17.284
971,20/08/2021 16:00:00,1.39075,17.344
972,20/08/2021 16:15:00,1.393,17.4
973,20/08/2021 16:30:00,1.39178,17.434
974,20/08/2021 16:45:00,1.39322,17.477
975,20/08/2021 17:00:00,1.3954,17.526
976,20/08/2021 17:15:00,1.39498,17.556
977,20/08/2021 17:30:00,1.39513,17.571
978,20/08/2021 17:45:00,1.39204,17.59
979,20/08/2021 18:00:00,1.3941,17.607
980,20/08/2021 18:15:00,1.39609,17.613
981,20/08/2021 18:30:00,1.38987,17.617
982,20/08/2021 18:45:00,1.39151,17.623
983,20/08/2021 19:00:00,1.3941,17.617
984,20/08/2021 19:15:00,1.38991,17.604
985,20/08/2021 19:30:00,1.39509,17.583
986,20/08/2021 19:45:00,1.39254,17.574
987,20/08/2021 20:00:00,1.39464,17.559
988,20/08/2021 20:15:00,1.39681,17.547
989,20/08/2021 20:30:00,1.39399,17.535
990,20/08/2021 20:45:00,1.39483,17.522
991,20/08/2021 21:00:00,1.392,17.503
992,20/08/2021 21:15:00,1.39437,17.48
993,20/08/2021 21:30:00,1.39357,17.455
994,20/08/2021 21:45:00,1.39742,17.428
995,20/08/2021 22:00:00,1.39185,17.405
996,20/08/2021 22:15:00,1.3941,17.379
997,20/08/2021 22:30:00,1.39433,17.351
998,20/08/2021 22:45:00,1.39239,17.323
999,20/08/2021 23:00:00,1.39555,17.293
1000,20/08/2021 23:15:00,1.39528,17.262
1001,20/08/2021 23:30:00,1.39414,17.228
1002,20/08/2021 23:45:00,1.39498,17.195
1003,21/08/2021 00:00:00,1.39597,17.162
1004,21/08/2021 00:15:00,1.39349,17.129
1005,21/08/2021 00:30:00,1.39754,17.097
1006,21/08/2021 00:45:00,1.39418,17.064
1007,21/08/2021 01:00:00,1.39662,17.028
1008,21/08/2021 01:15:00,1.39868,16.994
1009,21/08/2021 01:30:00,1.39559,16.961
1010,21/08/2021 01:45:00,1.3978,16.927
1011,21/08/2021 02:00:00,1.3994,16.894
1012,21/08/2021 02:15:00,1.39731,16.862
1013,21/08/2021 02:30:00,1.39818,16.829
1014,21/08/2021 02:45:00,1.39208,16.796
1015,21/08/2021 03:00:00,1.39586,16.765
1016,21/08/2021 03:15:00,1.40108,16.737
1017,21/08/2021 03:30:00,1.39708,16.708
1018,21/08/2021 03:45:00,1.39967,16.679
1019,21/08/2021 04:00:00,1.39937,16.649
1020,21/08/2021 04:15:00,1.39559,16.618
1021,21/08/2021 04:30:00,1.39849,16.591
1022,21/08/2021 04:45:00,1.39921,16.561
1023,21/08/2021 05:00:00,1.39296,16.53
1024,21/08/2021 05:15:00,1.3967,16.497
1025,21/08/2021 05:30:00,1.39704,16.467
1026,21/08/2021 05:45:00,1.39811,16.436
1027,21/08/2021 06:00:00,1.3978,16.403
1028,21/08/2021 06:15:00,1.40265,16.369
1029,21/08/2021 06:30:00,1.39948,16.333
1030,21/08/2021 06:45:00,1.39998,16.298
1031,21/08/2021 07:00:00,1.39929,16.26
1032,21/08/2021 07:15:00,1.39708,16.226
1033,21/08/2021 07:30:00,1.39956,16.193
1034,21/08/2021 07:45:00,1.39883,16.162
1035,21/08/2021 08:00:00,1.39895,16.137
1036,21/08/2021 08:15:00,1.40097,16.113
1037,21/08/2021 08:30:00,1.40002,16.098
1038,21/08/2021 08:45:00,1.40024,16.091
1039,21/08/2021 09:00:00,1.3991,16.086
1040,21/08/2021 09:15:00,1.4023,16.076
1041,21/08/2021 09:30:00,1.39727,16.077
1042,21/08/2021 09:45:00,1.39815,16.07
1043,21/08/2021 10:00:00,1.39986,16.068
1044,21/08/2021 10:15:00,1.39742,16.065
1045,21/08/2021 10:30:00,1.39902,16.062
1046,21/08/2021 10:45:00,1.3962,16.064
1047,21/08/2021 11:00:00,1.39738,16.061
1048,21/08/2021 11:15:00,1.39876,16.064
1049,21/08/2021 11:30:00,1.39845,16.067
1050,21/08/2021 11:45:00,1.39967,16.068
1051,21/08/2021 12:00:00,1.39635,16.071
1052,21/08/2021 12:15:00,1.3975,16.071
1053,21/08/2021 12:30:00,1.39666,16.076
1054,21/08/2021 12:45:00,1.39765,16.08
1055,21/08/2021 13:00:00,1.40085,16.092
1056,21/08/2021 13:15:00,1.39853,16.096
1057,21/08/2021 13:30:00,1.39887,16.116
1058,21/08/2021 13:45:00,1.39986,16.175
1059,21/08/2021 14:00:00,1.39792,16.202
1060,21/08/2021 14:15:00,1.40166,16.253
1061,21/08/2021 14:30:00,1.40063,16.293
1062,21/08/2021 14:45:00,1.39986,16.356
1063,21/08/2021 15:00:00,1.39876,16.414
1064,21/08/2021 15:15:00,1.39891,16.484
1065,21/08/2021 15:30:00,1.39857,16.518
1066,21/08/2021 15:45:00,1.39925,16.557
1067,21/08/2021 16:00:00,1.39811,16.585
1068,21/08/2021 16:15:00,1.39734,16.597
1069,21/08/2021 16:30:00,1.39727,16.612
1070,21/08/2021 16:45:00,1.39765,16.616
1071,21/08/2021 17:00:00,1.39975,16.621
1072,21/08/2021 17:15:00,1.39967,16.622
1073,21/08/2021 17:30:00,1.39765,16.627
1074,21/08/2021 17:45:00,1.39715,16.631
1075,21/08/2021 18:00:00,1.39769,16.644
1076,21/08/2021 18:15:00,1.40391,16.667
1077,21/08/2021 18:30:00,1.39757,16.7
1078,21/08/2021 18:45:00,1.40204,16.698
1079,21/08/2021 19:00:00,1.39872,16.692
1080,21/08/2021 19:15:00,1.40345,16.68
1081,21/08/2021 19:30:00,1.39952,16.656
1082,21/08/2021 19:45:00,1.40295,16.652
1083,21/08/2021 20:00:00,1.40452,16.661
1084,21/08/2021 20:15:00,1.40009,16.662
1085,21/08/2021 20:30:00,1.40394,16.664
1086,21/08/2021 20:45:00,1.40185,16.661
1087,21/08/2021 21:00:00,1.40024,16.65
1088,21/08/2021 21:15:00,1.40143,16.637
1089,21/08/2021 21:30:00,1.40181,16.622
1090,21/08/2021 21:45:00,1.39979,16.609
1091,21/08/2021 22:00:00,1.40509,16.597
1092,21/08/2021 22:15:00,1.39982,16.586
1093,21/08/2021 22:30:00,1.40318,16.582
1094,21/08/2021 22:45:00,1.4007,16.567
1095,21/08/2021 23:00:00,1.40158,16.549
1096,21/08/2021 23:15:00,1.40131,16.536
1097,21/08/2021 23:30:00,1.39952,16.528
1098,21/08/2021 23:45:00,1.40208,16.518
1099,22/08/2021 00:00:00,1.40204,16.506
1100,22/08/2021 00:15:00,1.39944,16.491
1101,22/08/2021 00:30:00,1.39864,16.467
1102,22/08/2021 00:45:00,1.40047,16.445
1103,22/08/2021 01:00:00,1.40257,16.421
1104,22/08/2021 01:15:00,1.40055,16.4
1105,22/08/2021 01:30:00,1.40551,16.376
1106,22/08/2021 01:45:00,1.40497,16.353
1107,22/08/2021 02:00:00,1.40265,16.333
1108,22/08/2021 02:15:00,1.40082,16.311
1109,22/08/2021 02:30:00,1.40024,16.289
1110,22/08/2021 02:45:00,1.39937,16.271
1111,22/08/2021 03:00:00,1.40135,16.254
1112,22/08/2021 03:15:00,1.40074,16.244
1113,22/08/2021 03:30:00,1.40196,16.235
1114,22/08/2021 03:45:00,1.39864,16.223
1115,22/08/2021 04:00:00,1.40009,16.208
1116,22/08/2021 04:15:00,1.39975,16.192
1117,22/08/2021 04:30:00,1.40173,16.175
1118,22/08/2021 04:45:00,1.39944,16.155
1119,22/08/2021 05:00:00,1.40124,16.132
1120,22/08/2021 05:15:00,1.40612,16.107
1121,22/08/2021 05:30:00,1.40166,16.085
1122,22/08/2021 05:45:00,1.40166,16.062
1123,22/08/2021 06:00:00,1.40501,16.035
1124,22/08/2021 06:15:00,1.3999,16.012
1125,22/08/2021 06:30:00,1.40555,15.988
1126,22/08/2021 06:45:00,1.40097,15.964
1127,22/08/2021 07:00:00,1.40349,15.949
1128,22/08/2021 07:15:00,1.40314,15.925
1129,22/08/2021 07:30:00,1.40032,15.903
1130,22/08/2021 07:45:00,1.402,15.886
1131,22/08/2021 08:00:00,1.40188,15.871
1132,22/08/2021 08:15:00,1.40253,15.858
1133,22/08/2021 08:30:00,1.40227,15.846
1134,22/08/2021 08:45:00,1.39925,15.845
1135,22/08/2021 09:00:00,1.4012,15.848
1136,22/08/2021 09:15:00,1.40414,15.857
1137,22/08/2021 09:30:00,1.40604,15.865
1138,22/08/2021 09:45:00,1.39956,15.88
1139,22/08/2021 10:00:00,1.40158,15.897
1140,22/08/2021 10:15:00,1.40223,15.909
1141,22/08/2021 10:30:00,1.3991,15.922
1142,22/08/2021 10:45:00,1.40196,15.934
1143,22/08/2021 11:00:00,1.40097,15.962
1144,22/08/2021 11:15:00,1.40135,15.991
1145,22/08/2021 11:30:00,1.40066,15.997
1146,22/08/2021 11:45:00,1.40139,16.006
1147,22/08/2021 12:00:00,1.40406,16.043
1148,22/08/2021 12:15:00,1.40177,16.093
1149,22/08/2021 12:30:00,1.40352,16.169
1150,22/08/2021 12:45:00,1.40349,16.21
1151,22/08/2021 13:00:00,1.40055,16.268
1152,22/08/2021 13:15:00,1.40387,16.329
1153,22/08/2021 13:30:00,1.40097,16.396
1154,22/08/2021 13:45:00,1.40253,16.442
1155,22/08/2021 14:00:00,1.40459,16.53
1156,22/08/2021 14:15:00,1.40139,16.595
1157,22/08/2021 14:30:00,1.40082,16.717
